strain	virus	accession	date	region	country	division	location	host	source	locus	authors	url	title	journal	puburl
10/541	rabies	KC660168	2010-11-09	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/552	rabies	KC660199	2010-11-12	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/557	rabies	KC660296	2010-11-13	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/560	rabies	KC660242	2010-11-16	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/562	rabies	KC660308	2010-11-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/564	rabies	KC660259	2010-11-17	africa	south_africa	south_africa	south_africa	jackal	genbank	genome	?	?	?	?	?
10/572	rabies	KC660174	2010-11-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/579	rabies	KC660258	2010-11-18	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/583	rabies	KC660316	2010-11-19	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/593	rabies	KC660335	2010-11-24	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
10/598	rabies	KP994606	2010-11-16	africa	south_africa	south_africa	south_africa	cat	genbank	genome	?	?	?	?	?
10/600	rabies	KC660276	2010-11-26	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/608	rabies	KC660274	2010-11-30	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/613	rabies	KC660271	2010-12-02	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/614	rabies	KC660191	2010-12-02	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/62	rabies	KC660203	2010-01-31	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/624	rabies	KC660253	2010-12-06	africa	south_africa	south_africa	south_africa	goat	genbank	genome	?	?	?	?	?
10/633	rabies	KC660280	2010-12-08	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/635	rabies	KC660332	2010-12-09	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
10/641	rabies	KC660251	2010-12-13	africa	south_africa	south_africa	south_africa	wild__horse	genbank	genome	?	?	?	?	?
10/644	rabies	KC660190	2010-12-14	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/655	rabies	KC660292	2010-12-20	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/656	rabies	KC660267	2010-12-21	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/659	rabies	KC660171	2010-12-21	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10/IRV/NCDC	rabies	MF375731	2016-XX-XX	south_asia	india	india	india	deer	genbank	genome	?	?	?	?	?
100/2013	rabies	KP976128	2013-XX-XX	africa	mali	mali	mali	dog	genbank	genome	?	?	?	?	?
10005RCA_2010_118	rabies	KT119749	2010-02-12	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10007RCA_2010_238	rabies	KT119750	2010-03-28	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10008RCA_2007_082	rabies	KT119666	2007-01-31	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10009RCA_2007_701	rabies	KT119699	2007-09-13	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
1000_10	rabies	JQ756137	2010-10-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10010RCA_2007_701	rabies	KT119700	2007-09-13	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10011RCA_2007_737	rabies	KT119701	2007-09-26	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10012RCA_2007_838	rabies	KT119702	2007-11-02	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10013RCA_2007_874	rabies	KT119703	2007-11-15	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10014RCA_2007_907	rabies	KT119704	2007-11-27	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10015RCA_2007_929	rabies	KT119756	2007-12-05	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10016RCA_2007_951	rabies	KT119705	2007-12-13	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10017RCA_2007_951	rabies	KT119706	2007-12-13	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10018RCA_2007_962	rabies	KT119707	2007-12-17	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10019RCA_2007_962	rabies	KT119708	2007-12-17	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10020RCA_2007_981	rabies	KT119709	2007-12-24	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10021RCA_2010_548	rabies	KT119751	2010-07-19	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
10022RCA_2010_970	rabies	KT119752	2010-12-20	africa	central_african_republic	central_african_republic	central_african_republic	dog	genbank	genome	?	?	?	?	?
1002_10	rabies	JQ756138	2010-10-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
1003/99	rabies	EU163306	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
1009_10	rabies	JQ756139	2010-10-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
101/01	rabies	EU163342	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
1013_15_RS	rabies	KX090630	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
101_11	rabies	KU299786	2011-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
1020/94	rabies	AF304181	?	africa	south_africa	south_africa	south_africa	sheep	genbank	genome	?	?	?	?	?
1020_10	rabies	JQ756140	2010-10-XX	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
10228MAD_2009	rabies	KC787051	2009-XX-XX	africa	madagascar	madagascar	madagascar	dog	genbank	genome	?	?	?	?	?
1025_10	rabies	JX411741	2010-10-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10304SPA	rabies	EU620502	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
1031@2009Huanuco	rabies	KU938680	2009-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
10339_05_Bov_SP	rabies	JF682451	2005-11-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
1035@2003MadreDeDios	rabies	KU938402	2004-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1037_13_RS	rabies	KX090605	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
1039/99	rabies	EU163293	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
10393SPA	rabies	EU620529	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
10497SPA	rabies	EU620530	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
104BF	rabies	EU478510	2007-XX-XX	africa	burkina_faso	burkina_faso	burkina_faso	dog	genbank	genome	?	?	?	?	?
104NNO	rabies	JQ434308	2009-XX-XX	west_asia	russia	russia	russia	fox	genbank	genome	?	?	?	?	?
105/08	rabies	KX531062	2008-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
1050/06	rabies	EU163370	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
10509_05_Art_SP	rabies	JF682440	2005-11-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
10515MAD_2011	rabies	KC787050	2011-XX-XX	africa	madagascar	madagascar	madagascar	dog	genbank	genome	?	?	?	?	?
1053@2009Amazonas	rabies	KU938403	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1053dgDF10	rabies	KJ001524	2010-03-XX	north_america	mexico	mexico	mexico	dog	genbank	genome	?	?	?	?	?
1054MAD_2007	rabies	KC787059	2007-XX-XX	africa	madagascar	madagascar	madagascar	dog	genbank	genome	?	?	?	?	?
10561PBDG/2003	rabies	EU918624	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10561dgPB	rabies	DQ116768	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10561dgPB/2003	rabies	EF152264	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10562ctPB/2003	rabies	EF152265	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10562gtPB	rabies	DQ116769	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10563BACth/2003	rabies	EU918644	?	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
10563Ct03	rabies	GU123658	2003-XX-XX	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
10563CthBA/2003	rabies	EF152234	?	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
10563fxPB	rabies	DQ116770	?	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
10564ctPB/2003	rabies	EF152239	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10564gtPB	rabies	DQ116771	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10565PBDG/2003	rabies	EU918625	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10565dgPB	rabies	DQ116760	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10565dgPB/2003	rabies	EF152266	?	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
10566PBCT/2003	rabies	EU918626	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10566ctPB/2003	rabies	EF152237	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10566gtPB	rabies	DQ116772	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10567fxPB	rabies	DQ116763	?	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
10568CT03	rabies	GU123651	2003-XX-XX	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10568PBCT/2003	rabies	EU918627	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10568ctPB/2003	rabies	EF152238	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
10568gtPB	rabies	DQ116762	?	south_america	brazil	brazil	brazil	cat	genbank	genome	?	?	?	?	?
1056@2009Apurimac	rabies	KU938500	2010-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
10598SPA	rabies	EU620531	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
105BF	rabies	EU478511	2007-XX-XX	africa	burkina_faso	burkina_faso	burkina_faso	dog	genbank	genome	?	?	?	?	?
106/03	rabies	EU163309	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
106/04	rabies	EU163319	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
10605/12	rabies	KX929107	2012-XX-XX	europe	croatia	croatia	croatia	fox	genbank	genome	?	?	?	?	?
10605SPA	rabies	EU620503	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
1060@2003Cusco	rabies	KU938684	2004-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1060AZgrayfxSkFlaggsatff2008	rabies	GU991835	2008-XX-XX	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
1061AZhr2008	rabies	GU991843	2008-XX-XX	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
1061_10	rabies	JQ756141	2010-11-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
1061dgM11	rabies	KJ001517	2011-03-XX	north_america	mexico	mexico	mexico	dog	genbank	genome	?	?	?	?	?
1064_10	rabies	JQ756142	2010-11-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
1070@2000Ucayali	rabies	KU938404	2001-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1073_10	rabies	JQ756143	2010-11-XX	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
10753_A36	rabies	JQ005109	2009-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
1075@2004MadreDeDios	rabies	KU938405	2004-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1075_13_RS	rabies	KX090601	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
1078/97	rabies	EU163292	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
1079EDOMEXMUR08	rabies	JQ037831	2008-03-XX	north_america	mexico	mexico	mexico	bat	genbank	genome	?	?	?	?	?
10802SPA	rabies	EU620532	?	europe	spain	spain	spain	unknown	genbank	genome	?	?	?	?	?
1084@2004Pasco	rabies	KU938406	2004-XX-XX	south_america	peru	peru	peru	animal	genbank	genome	?	?	?	?	?
1085_09SVN	rabies	HM852166	2009-XX-XX	europe	slovenia	slovenia	slovenia	fox	genbank	genome	?	?	?	?	?
1088/08	rabies	GU808517	2008-XX-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
108PTllk	rabies	AY580139	?	southeast_asia	thailand	thailand	thailand	dog	genbank	genome	?	?	?	?	?
108R02	rabies	DQ278191	?	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
1097MAD_2006	rabies	KC787062	2006-XX-XX	africa	madagascar	madagascar	madagascar	cattle	genbank	genome	?	?	?	?	?
109_04	rabies	GQ915405	2004-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
109_06_zambia_dog_2006	rabies	AB572944	2006-08-14	africa	zambia	zambia	zambia	dog	genbank	genome	?	?	?	?	?
109_Eur	rabies	AY705408	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
10BF	rabies	EU478493	2007-XX-XX	africa	burkina_faso	burkina_faso	burkina_faso	dog	genbank	genome	?	?	?	?	?
10Jod68	rabies	JN258575	2010-01-12	south_asia	india	india	india	dog	genbank	genome	?	?	?	?	?
10Mxyucdg95	rabies	FJ228524	1995-XX-XX	north_america	mexico	mexico	mexico	dog	genbank	genome	?	?	?	?	?
10V_2182_CEN_YAO	rabies	MF537538	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2240_CEN_YAO	rabies	MF537553	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2374_CEN_YAO	rabies	MF537543	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2375_WES_PEN	rabies	MF537573	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2444_WES_PEN	rabies	MF537571	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2510_CEN_YAO	rabies	MF537540	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_2713_CEN_YAO	rabies	MF537534	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3476_WES_PEN	rabies	MF537574	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3477_NOW_KUM	rabies	MF537570	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3478_NOW_KUM	rabies	MF537577	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3680_WES_PEN	rabies	MF537569	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3801_CEN_YAO	rabies	MF537537	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_3834_WES_PEN	rabies	MF537572	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_4586_WES_DSC	rabies	MF537564	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10V_5902_CEN_OBA	rabies	MF537511	2010-XX-XX	africa	cameroon	cameroon	cameroon	dog	genbank	genome	?	?	?	?	?
10_07	rabies	JX679408	2010-XX-XX	europe	bulgaria	bulgaria	bulgaria	dog	genbank	genome	?	?	?	?	?
10_268	rabies	KJ744302	2010-XX-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10_27	rabies	JX679405	2010-XX-XX	europe	bulgaria	bulgaria	bulgaria	cat	genbank	genome	?	?	?	?	?
10_274	rabies	KJ744308	2010-XX-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10_387	rabies	KJ744303	2010-XX-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10_458	rabies	KJ744309	2010-XX-XX	africa	south_africa	south_africa	south_africa	goat	genbank	genome	?	?	?	?	?
10_509	rabies	KJ744304	2010-XX-XX	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
10_51	rabies	JX679407	2010-XX-XX	europe	bulgaria	bulgaria	bulgaria	fox	genbank	genome	?	?	?	?	?
11/02	rabies	KC660232	2011-01-04	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/100	rabies	KC660288	2011-02-11	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/101	rabies	KC660277	2011-02-14	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/108	rabies	KC660260	2011-02-15	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/115	rabies	KC660256	2011-02-16	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/120	rabies	KC660349	2011-02-17	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/121	rabies	KC660210	2011-02-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/127	rabies	KC660192	2011-02-23	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/144	rabies	KC660270	2011-03-07	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/15	rabies	KC660312	2011-01-07	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/16	rabies	KC660188	2011-01-10	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/178	rabies	KC660338	2011-03-22	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/181	rabies	KC660279	2011-03-23	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/185	rabies	KC660187	2011-03-24	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/186	rabies	KC660343	2011-03-25	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/188	rabies	KC660264	2011-03-28	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/191	rabies	KC660261	2011-03-29	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/195	rabies	KC660310	2011-03-29	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/203	rabies	KC660336	2011-04-07	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/208	rabies	KC660170	2011-04-08	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/209	rabies	KC660206	2011-04-11	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/212	rabies	KC660175	2011-04-14	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/217	rabies	KC660301	2011-04-18	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/221	rabies	KC660205	2011-04-19	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/224	rabies	KC660160	2011-04-20	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/232	rabies	KC660266	2011-04-28	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/240	rabies	KC660198	2011-04-05	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/241	rabies	KC660189	2011-04-05	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/251	rabies	KC660182	2011-05-06	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/252	rabies	KC660220	2011-05-09	africa	south_africa	south_africa	south_africa	cattle	genbank	genome	?	?	?	?	?
11/257	rabies	KC660333	2011-05-09	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/262	rabies	KC660344	2011-05-11	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/268	rabies	KC660186	2011-05-16	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/270	rabies	KC660202	2011-05-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/272	rabies	KC660290	2011-05-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
11/273	rabies	KC660289	2011-05-17	africa	south_africa	south_africa	south_africa	dog	genbank	genome	?	?	?	?	?
